Period,cds
24/09/2021,8.739
23/09/2021,8.779
22/09/2021,9.158
21/09/2021,9.114
20/09/2021,9.565
17/09/2021,9.067
16/09/2021,8.795
15/09/2021,8.642
14/09/2021,9.987
13/09/2021,9.022
10/09/2021,9.433
09/09/2021,9.651
08/09/2021,9.832
07/09/2021,9.606
06/09/2021,9.425
03/09/2021,10.095
02/09/2021,9.236
01/09/2021,9.536
31/08/2021,9.804
30/08/2021,9.589
27/08/2021,9.797
26/08/2021,9.805
25/08/2021,10.198
24/08/2021,9.933
23/08/2021,10.028
20/08/2021,10.437
19/08/2021,10.027
18/08/2021,10.086
17/08/2021,10.137
16/08/2021,10.078
13/08/2021,9.64
12/08/2021,9.701
11/08/2021,9.728
10/08/2021,9.718
09/08/2021,9.524
06/08/2021,9.732
05/08/2021,9.335
04/08/2021,9.727
03/08/2021,9.765
02/08/2021,9.781
30/07/2021,9.792
29/07/2021,9.71
28/07/2021,9.895
27/07/2021,9.703
26/07/2021,9.733
23/07/2021,10.43
22/07/2021,10.28
21/07/2021,10.327
20/07/2021,10.375
19/07/2021,9.919
16/07/2021,10.146
15/07/2021,10.203
14/07/2021,10.366
13/07/2021,10.237
12/07/2021,10.266
09/07/2021,9.95
08/07/2021,10.267
07/07/2021,10.016
06/07/2021,10.055
05/07/2021,10.465
02/07/2021,10.128
01/07/2021,10.265
30/06/2021,10.356
29/06/2021,10.357
28/06/2021,10.462
25/06/2021,10.382
24/06/2021,10.469
23/06/2021,10.641
22/06/2021,10.687
21/06/2021,10.973
18/06/2021,10.431
17/06/2021,10.469
16/06/2021,10.334
15/06/2021,10.273
14/06/2021,10.401
11/06/2021,10.362
10/06/2021,10.404
09/06/2021,10.36
08/06/2021,10.216
07/06/2021,10.648
04/06/2021,10.447
03/06/2021,10.582
02/06/2021,10.383
01/06/2021,10.806
31/05/2021,10.437
28/05/2021,10.401
27/05/2021,10.594
26/05/2021,10.479
25/05/2021,10.512
24/05/2021,10.25
21/05/2021,10.583
20/05/2021,10.656
19/05/2021,10.659
18/05/2021,10.263
17/05/2021,10.724
14/05/2021,10.569
13/05/2021,10.324
12/05/2021,10.87
11/05/2021,11.013
10/05/2021,10.858
07/05/2021,10.997
06/05/2021,10.889
05/05/2021,10.395
04/05/2021,11.2
03/05/2021,11.148
30/04/2021,11.114
29/04/2021,10.844
28/04/2021,10.262
27/04/2021,10.719
26/04/2021,10.659
23/04/2021,10.57
22/04/2021,10.836
21/04/2021,10.837
20/04/2021,10.813
19/04/2021,11.033
16/04/2021,10.889
15/04/2021,11.035
14/04/2021,10.826
13/04/2021,10.613
12/04/2021,10.35
09/04/2021,10.728
08/04/2021,10.357
07/04/2021,10.427
06/04/2021,10.179
05/04/2021,10.063
02/04/2021,10.042
01/04/2021,10.061
31/03/2021,10.534
30/03/2021,10.612
29/03/2021,10.277
26/03/2021,10.336
25/03/2021,10.423
24/03/2021,10.508
23/03/2021,9.991
22/03/2021,10.728
19/03/2021,9.703
18/03/2021,10.064
17/03/2021,10.07
16/03/2021,10.066
15/03/2021,10.071
12/03/2021,10.072
11/03/2021,10.07
10/03/2021,10.143
09/03/2021,10.167
08/03/2021,10.078
05/03/2021,10.177
04/03/2021,10.113
03/03/2021,10.112
02/03/2021,10.117
01/03/2021,10.111
26/02/2021,10.218
25/02/2021,10.193
24/02/2021,10.221
23/02/2021,10.247
22/02/2021,10.221
19/02/2021,10.238
18/02/2021,10.242
17/02/2021,10.297
16/02/2021,10.301
15/02/2021,10.844
12/02/2021,11.166
11/02/2021,11.284
10/02/2021,11.107
09/02/2021,11.234
08/02/2021,11.074
05/02/2021,11.177
04/02/2021,11.145
03/02/2021,11.115
02/02/2021,11.178
01/02/2021,11.055
29/01/2021,11.048
28/01/2021,11.203
27/01/2021,11.135
26/01/2021,11.222
25/01/2021,10.831
22/01/2021,11.36
21/01/2021,10.882
20/01/2021,11.204
19/01/2021,11.06
18/01/2021,11.282
15/01/2021,10.936
14/01/2021,10.928
13/01/2021,10.918
12/01/2021,11.052
11/01/2021,10.849
08/01/2021,10.878
07/01/2021,11.025
06/01/2021,11.01
05/01/2021,10.666
04/01/2021,10.695
01/01/2021,10.717
