Period,cds
24/09/2021,30.758
23/09/2021,30.547
22/09/2021,30.965
21/09/2021,31.398
20/09/2021,31.7
17/09/2021,28.875
16/09/2021,29.168
15/09/2021,29.168
14/09/2021,29.302
13/09/2021,29.481
10/09/2021,29.693
09/09/2021,29.86
08/09/2021,30.161
07/09/2021,30.312
06/09/2021,29.837
03/09/2021,30.162
02/09/2021,30.047
01/09/2021,30.105
31/08/2021,30.152
30/08/2021,30.463
27/08/2021,30.073
26/08/2021,30.587
25/08/2021,30.285
24/08/2021,30.206
23/08/2021,30.127
20/08/2021,30.045
19/08/2021,30.605
18/08/2021,30.236
17/08/2021,30.458
16/08/2021,30.254
13/08/2021,29.7
12/08/2021,29.853
11/08/2021,30.222
10/08/2021,29.88
09/08/2021,29.615
06/08/2021,30.164
05/08/2021,30.553
04/08/2021,31.19
03/08/2021,30.186
02/08/2021,30.066
30/07/2021,30.52
29/07/2021,30.649
28/07/2021,30.65
27/07/2021,30.655
26/07/2021,30.554
23/07/2021,29.804
22/07/2021,30.408
21/07/2021,30.724
20/07/2021,31.943
19/07/2021,31.004
16/07/2021,30.356
15/07/2021,30.657
14/07/2021,30.771
13/07/2021,30.069
12/07/2021,29.974
09/07/2021,30.21
08/07/2021,30.658
07/07/2021,29.829
06/07/2021,29.986
05/07/2021,29.85
02/07/2021,29.812
01/07/2021,30.083
30/06/2021,30.096
29/06/2021,32.183
28/06/2021,32.686
25/06/2021,32.398
24/06/2021,33.771
23/06/2021,33.955
22/06/2021,34.157
21/06/2021,34.06
18/06/2021,34.681
17/06/2021,33.863
16/06/2021,33.828
15/06/2021,34.137
14/06/2021,34.232
11/06/2021,33.983
10/06/2021,34.476
09/06/2021,34.692
08/06/2021,35.009
07/06/2021,34.742
04/06/2021,34.824
03/06/2021,34.618
02/06/2021,34.762
01/06/2021,33.676
31/05/2021,34.665
28/05/2021,34.643
27/05/2021,34.576
26/05/2021,35.756
25/05/2021,35.433
24/05/2021,37.643
21/05/2021,36.761
20/05/2021,37.414
19/05/2021,38.751
18/05/2021,38.694
17/05/2021,38.114
14/05/2021,37.25
13/05/2021,35.878
12/05/2021,35.03
11/05/2021,35.195
10/05/2021,35.244
07/05/2021,36.245
06/05/2021,34.896
05/05/2021,34.348
04/05/2021,34.583
03/05/2021,34.266
30/04/2021,34.234
29/04/2021,34.056
28/04/2021,34.432
27/04/2021,34.556
26/04/2021,34.841
23/04/2021,34.395
22/04/2021,33.972
21/04/2021,33.454
20/04/2021,34.57
19/04/2021,34.409
16/04/2021,35.25
15/04/2021,34.779
14/04/2021,35.066
13/04/2021,33.391
12/04/2021,32.777
09/04/2021,33.349
08/04/2021,31.98
07/04/2021,33.446
06/04/2021,33.217
05/04/2021,32.735
02/04/2021,32.363
01/04/2021,32.539
31/03/2021,33.662
30/03/2021,33.842
29/03/2021,34.023
26/03/2021,34.062
25/03/2021,33.95
24/03/2021,34.051
23/03/2021,33.605
22/03/2021,34.392
19/03/2021,31.213
18/03/2021,31.156
17/03/2021,31.682
16/03/2021,31.364
15/03/2021,30.857
12/03/2021,31.213
11/03/2021,31.023
10/03/2021,31.991
09/03/2021,31.861
08/03/2021,33.431
05/03/2021,34.403
04/03/2021,35.049
03/03/2021,34.729
02/03/2021,34.866
01/03/2021,34.413
26/02/2021,35.586
25/02/2021,34.484
24/02/2021,33.932
23/02/2021,35.196
22/02/2021,36.011
19/02/2021,36.154
18/02/2021,37.179
17/02/2021,36.126
16/02/2021,35.454
15/02/2021,36.475
12/02/2021,37.527
11/02/2021,38.352
10/02/2021,38.487
09/02/2021,39.463
08/02/2021,40.222
05/02/2021,41.092
04/02/2021,42.044
03/02/2021,42.37
02/02/2021,42.787
01/02/2021,42.695
29/01/2021,43.161
28/01/2021,42.957
27/01/2021,42.688
26/01/2021,42.79
25/01/2021,42.825
22/01/2021,42.601
21/01/2021,41.981
20/01/2021,41.932
19/01/2021,41.883
18/01/2021,42.245
15/01/2021,42.393
14/01/2021,42.319
13/01/2021,41.507
12/01/2021,41.238
11/01/2021,40.55
08/01/2021,39.814
07/01/2021,41.79
06/01/2021,42.442
05/01/2021,42.99
04/01/2021,42.572
01/01/2021,43.412
